ID_ES_Unique,corr,v_r,se_r,fisher_z,v_z,se_z,ess,power
699,-0.047037,0.003796,0.061612,-0.047071,0.003861,0.062137,262,0.118049961
700,0.014315,0.003815,0.061766,0.014316,0.003861,0.062137,262,0.056060483
701,0.103917,0.003715,0.060951,0.104294,0.003861,0.062137,262,0.390319672
702,0,0.001471,0.038354,0,0.001477,0.038432,680,0.049976404
703,0.047343,0.001437,0.037908,0.047379,0.001451,0.038092,692,0.23778408
704,0.003987,0.001471,0.038354,0.003987,0.001477,0.038432,680,0.051211558
705,0.130553,0.001387,0.037242,0.131302,0.001453,0.038118,691,0.931406531
706,-0.061542,0.002153,0.0464,-0.06162,0.002188,0.046776,460,0.261104677
707,0.003789,0.002207,0.046979,0.003789,0.002222,0.047138,453,0.050706303
708,-0.024065,0.00319,0.05648,-0.024069,0.003226,0.056798,313,0.070819941
709,0.004361,0.002174,0.046626,0.004361,0.002188,0.046776,460,0.050963099
710,0.063938,0.002185,0.046744,0.064026,0.002222,0.047138,453,0.274508739
711,-0.030022,0.003188,0.056462,-0.030031,0.003226,0.056798,313,0.082630324
712,-0.016183,0.002172,0.046605,-0.016184,0.002188,0.046776,460,0.06381226
713,-0.004854,0.002207,0.046979,-0.004854,0.002222,0.047138,453,0.05118221
714,-0.006,0.003195,0.056524,-0.006001,0.003226,0.056798,313,0.051231516
715,0.029053,0.002169,0.046573,0.029061,0.002188,0.046776,460,0.095303347
716,0.00902,0.002207,0.046979,0.00902,0.002222,0.047138,453,0.054176893
717,-0.050926,0.003174,0.056338,-0.05097,0.003226,0.056798,313,0.146344518
718,-0.078285,0.002141,0.046271,-0.078445,0.002188,0.046776,460,0.389313435
719,-0.102014,0.002151,0.046379,-0.10237,0.002222,0.047138,453,0.584637
720,-0.07892,0.003146,0.056089,-0.079084,0.003226,0.056798,313,0.286178751
721,-0.053338,0.002168,0.046562,-0.053389,0.002198,0.046883,458,0.207017697
722,-0.015924,0.002206,0.046968,-0.015925,0.002222,0.047138,453,0.063162228
723,0.003377,0.003195,0.056524,0.003377,0.003226,0.056798,313,0.050354927
724,-0.014613,0.002182,0.046712,-0.014614,0.002198,0.046883,458,0.061189599
725,0,0.002208,0.046989,0,0.002222,0.047138,453,0.049964603
726,0.030711,0.003187,0.056454,0.03072,0.003226,0.056798,313,0.084173515
727,0.012084,0.002183,0.046723,0.012085,0.002198,0.046883,458,0.0576247
728,0.011776,0.002207,0.046979,0.011776,0.002222,0.047138,453,0.057157048
729,0.066587,0.00316,0.056214,0.066685,0.003226,0.056798,313,0.217257657
730,-0.003102,0.002183,0.046723,-0.003102,0.002198,0.046883,458,0.050467549
731,0.034991,0.002201,0.046915,0.035005,0.002222,0.047138,453,0.115255563
732,0.130861,0.003061,0.055326,0.131616,0.003226,0.056798,313,0.640819288
733,-0.041943008,0.001101078,0.0331825,-0.041967629,0.001104964,0.033241,908,0.24356676
734,0.050580259,0.001101519,0.033189144,0.05062346,0.001104964,0.033241,908,0.331534948
735,-0.015283464,0.001097823,0.033133411,-0.015284654,0.001102506,0.033204,910,0.074612093
736,-0.109120211,0.001104302,0.033231033,-0.109556438,0.001102506,0.033204,910,0.910063011
737,-0.041196098,0.001098627,0.033145541,-0.041219427,0.001102506,0.033204,910,0.237045177
738,-0.165259642,0.001113088,0.033362973,-0.166789241,0.001102506,0.033204,910,0.998914271
739,0.09,0.001025,0.032016,0.090244,0.001044,0.032311,961,0.798013662
740,0.01,0.001041,0.032265,0.01,0.001044,0.032311,961,0.061038608
741,0.21,0.000952,0.030854,0.213171,0.001044,0.032311,961,0.999998269
742,0.21,0.000952,0.030854,0.213171,0.001044,0.032311,961,0.999998269
743,0.16,0.000989,0.031448,0.161387,0.001044,0.032311,961,0.998807826
744,0.2,0.00096,0.030984,0.202733,0.001044,0.032311,961,0.999992128
745,0.09,0.001025,0.032016,0.090244,0.001044,0.032311,961,0.798013662
746,-0.01,0.001041,0.032265,-0.01,0.001044,0.032311,961,0.061038608
747,0.22,0.000943,0.030708,0.223656,0.001044,0.032311,961,0.999999658
748,0.23,0.000934,0.030561,0.234189,0.001044,0.032311,961,0.99999994
749,0.17,0.000982,0.031337,0.171667,0.001044,0.032311,961,0.999604589
750,0.18,0.000975,0.031225,0.181983,0.001044,0.032311,961,0.999881283
751,0.118470847,0.001998221,0.044701464,0.119029821,0.001999968,0.044721,503,0.759282195
752,0.248738313,0.00136812,0.036988104,0.254067465,0.001331593,0.036491,754,0.999999723
